Simulation,Predicted Price,Average Return,Log Return,Simple Return
332,145.712,0.0109348,0.0405437,0.0413769
333,145.529,0.0109348,0.0405437,0.0413769
334,145.473,0.0109348,0.0405437,0.0413769
335,147.174,0.0109348,0.0405437,0.0413769
336,148.265,0.0109348,0.0405437,0.0413769
337,148.162,0.0109348,0.0405437,0.0413769
338,146.325,0.0109348,0.0405437,0.0413769
339,147.485,0.0109348,0.0405437,0.0413769
340,148.326,0.0109348,0.0405437,0.0413769
341,145.47,0.0109348,0.0405437,0.0413769
342,147.409,0.0109348,0.0405437,0.0413769
343,148.544,0.0109348,0.0405437,0.0413769
344,148.423,0.0109348,0.0405437,0.0413769
345,147.312,0.0109348,0.0405437,0.0413769
346,148.47,0.0109348,0.0405437,0.0413769
347,145.502,0.0109348,0.0405437,0.0413769
348,146.941,0.0109348,0.0405437,0.0413769
349,145.528,0.0109348,0.0405437,0.0413769
350,146.603,0.0109348,0.0405437,0.0413769
351,147.8,0.0109348,0.0405437,0.0413769
352,147.029,0.0109348,0.0405437,0.0413769
353,146.149,0.0109348,0.0405437,0.0413769
354,148.661,0.0109348,0.0405437,0.0413769
355,147.926,0.0109348,0.0405437,0.0413769
356,145.419,0.0109348,0.0405437,0.0413769
357,148.72,0.0109348,0.0405437,0.0413769
358,146.806,0.0109348,0.0405437,0.0413769
359,145.46,0.0109348,0.0405437,0.0413769
360,147.267,0.0109348,0.0405437,0.0413769
361,145.252,0.0109348,0.0405437,0.0413769
362,146.553,0.0109348,0.0405437,0.0413769
363,147.736,0.0109348,0.0405437,0.0413769
364,145.532,0.0109348,0.0405437,0.0413769
365,146.778,0.0109348,0.0405437,0.0413769
366,146.199,0.0109348,0.0405437,0.0413769
367,148.553,0.0109348,0.0405437,0.0413769
368,146.227,0.0109348,0.0405437,0.0413769
369,147.281,0.0109348,0.0405437,0.0413769
370,147.317,0.0109348,0.0405437,0.0413769
371,145.838,0.0109348,0.0405437,0.0413769
372,147.505,0.0109348,0.0405437,0.0413769
373,146.017,0.0109348,0.0405437,0.0413769
374,145.664,0.0109348,0.0405437,0.0413769
375,147.209,0.0109348,0.0405437,0.0413769
376,148.091,0.0109348,0.0405437,0.0413769
377,145.418,0.0109348,0.0405437,0.0413769
378,147.465,0.0109348,0.0405437,0.0413769
379,146.318,0.0109348,0.0405437,0.0413769
380,145.697,0.0109348,0.0405437,0.0413769
381,145.365,0.0109348,0.0405437,0.0413769
382,145.411,0.0109348,0.0405437,0.0413769
383,147.483,0.0109348,0.0405437,0.0413769
384,146.265,0.0109348,0.0405437,0.0413769
385,145.352,0.0109348,0.0405437,0.0413769
386,146.694,0.0109348,0.0405437,0.0413769
387,146.436,0.0109348,0.0405437,0.0413769
388,145.35,0.0109348,0.0405437,0.0413769
389,148.266,0.0109348,0.0405437,0.0413769
390,146.649,0.0109348,0.0405437,0.0413769
391,147.369,0.0109348,0.0405437,0.0413769
392,148.268,0.0109348,0.0405437,0.0413769
393,147.964,0.0109348,0.0405437,0.0413769
394,146.393,0.0109348,0.0405437,0.0413769
395,148.556,0.0109348,0.0405437,0.0413769
396,146.031,0.0109348,0.0405437,0.0413769
397,147.35,0.0109348,0.0405437,0.0413769
398,148.388,0.0109348,0.0405437,0.0413769
399,147.014,0.0109348,0.0405437,0.0413769
400,145.923,0.0109348,0.0405437,0.0413769
401,146.987,0.0109348,0.0405437,0.0413769
402,147.609,0.0109348,0.0405437,0.0413769
403,148.188,0.0109348,0.0405437,0.0413769
404,147.763,0.0109348,0.0405437,0.0413769
405,148.031,0.0109348,0.0405437,0.0413769
406,146.682,0.0109348,0.0405437,0.0413769
407,147.137,0.0109348,0.0405437,0.0413769
408,148.203,0.0109348,0.0405437,0.0413769
409,145.443,0.0109348,0.0405437,0.0413769
410,148.219,0.0109348,0.0405437,0.0413769
411,148.66,0.0109348,0.0405437,0.0413769
412,145.558,0.0109348,0.0405437,0.0413769
413,148.384,0.0109348,0.0405437,0.0413769
414,147.421,0.0109348,0.0405437,0.0413769
415,146.576,0.0109348,0.0405437,0.0413769
416,148.488,0.0109348,0.0405437,0.0413769
417,145.412,0.0109348,0.0405437,0.0413769
418,147.773,0.0109348,0.0405437,0.0413769
419,148.591,0.0109348,0.0405437,0.0413769
420,148.431,0.0109348,0.0405437,0.0413769
421,145.714,0.0109348,0.0405437,0.0413769
422,147.24,0.0109348,0.0405437,0.0413769
423,147.979,0.0109348,0.0405437,0.0413769
424,148.437,0.0109348,0.0405437,0.0413769
425,148.4,0.0109348,0.0405437,0.0413769
426,147.815,0.0109348,0.0405437,0.0413769
427,145.752,0.0109348,0.0405437,0.0413769
428,147.031,0.0109348,0.0405437,0.0413769
429,147.483,0.0109348,0.0405437,0.0413769
430,147.522,0.0109348,0.0405437,0.0413769
431,147.712,0.0109348,0.0405437,0.0413769
432,145.763,0.0109348,0.0405437,0.0413769
433,146.419,0.0109348,0.0405437,0.0413769
434,147.183,0.0109348,0.0405437,0.0413769
435,148.286,0.0109348,0.0405437,0.0413769
436,145.739,0.0109348,0.0405437,0.0413769
437,148.634,0.0109348,0.0405437,0.0413769
438,146.706,0.0109348,0.0405437,0.0413769
439,148.702,0.0109348,0.0405437,0.0413769
440,145.358,0.0109348,0.0405437,0.0413769
441,146.21,0.0109348,0.0405437,0.0413769
442,148.641,0.0109348,0.0405437,0.0413769
443,145.667,0.0109348,0.0405437,0.0413769
444,145.878,0.0109348,0.0405437,0.0413769
445,147.341,0.0109348,0.0405437,0.0413769
446,146.997,0.0109348,0.0405437,0.0413769
447,145.649,0.0109348,0.0405437,0.0413769
448,147.505,0.0109348,0.0405437,0.0413769
449,146.059,0.0109348,0.0405437,0.0413769
450,145.522,0.0109348,0.0405437,0.0413769
451,147.218,0.0109348,0.0405437,0.0413769
452,146.526,0.0109348,0.0405437,0.0413769
453,147.516,0.0109348,0.0405437,0.0413769
454,146.483,0.0109348,0.0405437,0.0413769
455,146.246,0.0109348,0.0405437,0.0413769
456,147.197,0.0109348,0.0405437,0.0413769
457,145.59,0.0109348,0.0405437,0.0413769
458,146.752,0.0109348,0.0405437,0.0413769
459,145.524,0.0109348,0.0405437,0.0413769
460,147.828,0.0109348,0.0405437,0.0413769
461,145.568,0.0109348,0.0405437,0.0413769
462,147.991,0.0109348,0.0405437,0.0413769
463,148.351,0.0109348,0.0405437,0.0413769
464,146.74,0.0109348,0.0405437,0.0413769
465,146.461,0.0109348,0.0405437,0.0413769
466,147.916,0.0109348,0.0405437,0.0413769
467,147.235,0.0109348,0.0405437,0.0413769
468,146.375,0.0109348,0.0405437,0.0413769
469,145.911,0.0109348,0.0405437,0.0413769
470,147.216,0.0109348,0.0405437,0.0413769
471,146.484,0.0109348,0.0405437,0.0413769
472,146.877,0.0109348,0.0405437,0.0413769
473,147.136,0.0109348,0.0405437,0.0413769
474,146.905,0.0109348,0.0405437,0.0413769
475,147.512,0.0109348,0.0405437,0.0413769
476,145.771,0.0109348,0.0405437,0.0413769
477,148.672,0.0109348,0.0405437,0.0413769
478,147.918,0.0109348,0.0405437,0.0413769
479,148.035,0.0109348,0.0405437,0.0413769
480,146.011,0.0109348,0.0405437,0.0413769
481,148.196,0.0109348,0.0405437,0.0413769
482,146.538,0.0109348,0.0405437,0.0413769
483,147.294,0.0109348,0.0405437,0.0413769
484,146.995,0.0109348,0.0405437,0.0413769
485,147.782,0.0109348,0.0405437,0.0413769
486,148.304,0.0109348,0.0405437,0.0413769
487,145.488,0.0109348,0.0405437,0.0413769
488,148.128,0.0109348,0.0405437,0.0413769
489,146.34,0.0109348,0.0405437,0.0413769
490,145.763,0.0109348,0.0405437,0.0413769
491,147.238,0.0109348,0.0405437,0.0413769
492,146.661,0.0109348,0.0405437,0.0413769
493,148.514,0.0109348,0.0405437,0.0413769
494,146.871,0.0109348,0.0405437,0.0413769
495,148.166,0.0109348,0.0405437,0.0413769
496,146.257,0.0109348,0.0405437,0.0413769
497,146.076,0.0109348,0.0405437,0.0413769
498,146.685,0.0109348,0.0405437,0.0413769
499,147.39,0.0109348,0.0405437,0.0413769
500,146.741,0.0109348,0.0405437,0.0413769
501,148.671,0.0109348,0.0405437,0.0413769
502,148.643,0.0109348,0.0405437,0.0413769
503,148.385,0.0109348,0.0405437,0.0413769
504,147.086,0.0109348,0.0405437,0.0413769
505,146.827,0.0109348,0.0405437,0.0413769
506,147.179,0.0109348,0.0405437,0.0413769
507,147.614,0.0109348,0.0405437,0.0413769
508,146.778,0.0109348,0.0405437,0.0413769
509,146.384,0.0109348,0.0405437,0.0413769
510,146.932,0.0109348,0.0405437,0.0413769
511,147.548,0.0109348,0.0405437,0.0413769
512,145.867,0.0109348,0.0405437,0.0413769
513,148.235,0.0109348,0.0405437,0.0413769
514,146.132,0.0109348,0.0405437,0.0413769
515,147.619,0.0109348,0.0405437,0.0413769
516,147.298,0.0109348,0.0405437,0.0413769
517,145.722,0.0109348,0.0405437,0.0413769
518,147.861,0.0109348,0.0405437,0.0413769
519,146.71,0.0109348,0.0405437,0.0413769
520,146.817,0.0109348,0.0405437,0.0413769
521,148.384,0.0109348,0.0405437,0.0413769
522,148.719,0.0109348,0.0405437,0.0413769
523,148.243,0.0109348,0.0405437,0.0413769
524,148.177,0.0109348,0.0405437,0.0413769
525,146.868,0.0109348,0.0405437,0.0413769
526,147.69,0.0109348,0.0405437,0.0413769
527,145.721,0.0109348,0.0405437,0.0413769
528,147.704,0.0109348,0.0405437,0.0413769
529,145.667,0.0109348,0.0405437,0.0413769
530,147.869,0.0109348,0.0405437,0.0413769
531,145.737,0.0109348,0.0405437,0.0413769
532,145.618,0.0109348,0.0405437,0.0413769
533,147.79,0.0109348,0.0405437,0.0413769
534,145.407,0.0109348,0.0405437,0.0413769
535,147.459,0.0109348,0.0405437,0.0413769
536,145.908,0.0109348,0.0405437,0.0413769
537,147.338,0.0109348,0.0405437,0.0413769
538,146.361,0.0109348,0.0405437,0.0413769
539,147.444,0.0109348,0.0405437,0.0413769
540,148.489,0.0109348,0.0405437,0.0413769
541,148.056,0.0109348,0.0405437,0.0413769
542,146.281,0.0109348,0.0405437,0.0413769
543,145.639,0.0109348,0.0405437,0.0413769
544,147.572,0.0109348,0.0405437,0.0413769
545,147.169,0.0109348,0.0405437,0.0413769
546,148.014,0.0109348,0.0405437,0.0413769
547,146.16,0.0109348,0.0405437,0.0413769
548,147.648,0.0109348,0.0405437,0.0413769
549,147.159,0.0109348,0.0405437,0.0413769
550,147.63,0.0109348,0.0405437,0.0413769
551,145.757,0.0109348,0.0405437,0.0413769
552,146.825,0.0109348,0.0405437,0.0413769
553,147.628,0.0109348,0.0405437,0.0413769
554,145.289,0.0109348,0.0405437,0.0413769
555,146.287,0.0109348,0.0405437,0.0413769
556,145.788,0.0109348,0.0405437,0.0413769
557,147.73,0.0109348,0.0405437,0.0413769
558,146.762,0.0109348,0.0405437,0.0413769
559,148.251,0.0109348,0.0405437,0.0413769
560,148.155,0.0109348,0.0405437,0.0413769
561,145.92,0.0109348,0.0405437,0.0413769
562,145.276,0.0109348,0.0405437,0.0413769
563,148.531,0.0109348,0.0405437,0.0413769
564,148.473,0.0109348,0.0405437,0.0413769
565,145.434,0.0109348,0.0405437,0.0413769
566,147.27,0.0109348,0.0405437,0.0413769
567,145.664,0.0109348,0.0405437,0.0413769
568,147.525,0.0109348,0.0405437,0.0413769
569,148.397,0.0109348,0.0405437,0.0413769
570,147.865,0.0109348,0.0405437,0.0413769
571,147.295,0.0109348,0.0405437,0.0413769
572,147.734,0.0109348,0.0405437,0.0413769
573,145.438,0.0109348,0.0405437,0.0413769
574,147.689,0.0109348,0.0405437,0.0413769
575,146.592,0.0109348,0.0405437,0.0413769
576,147.361,0.0109348,0.0405437,0.0413769
577,146.987,0.0109348,0.0405437,0.0413769
