Simulation,Predicted Price,Average Return,Log Return,Simple Return
1116,133.03,-0.0136078,-0.0396744,-0.0388976
1117,133.792,-0.0136078,-0.0396744,-0.0388976
1118,133.709,-0.0136078,-0.0396744,-0.0388976
1119,132.273,-0.0136078,-0.0396744,-0.0388976
1120,134.205,-0.0136078,-0.0396744,-0.0388976
1121,132.592,-0.0136078,-0.0396744,-0.0388976
1122,132.935,-0.0136078,-0.0396744,-0.0388976
1123,134.084,-0.0136078,-0.0396744,-0.0388976
1124,134.092,-0.0136078,-0.0396744,-0.0388976
1125,132.163,-0.0136078,-0.0396744,-0.0388976
1126,132.615,-0.0136078,-0.0396744,-0.0388976
1127,134.043,-0.0136078,-0.0396744,-0.0388976
1128,132.386,-0.0136078,-0.0396744,-0.0388976
1129,132.771,-0.0136078,-0.0396744,-0.0388976
1130,132.794,-0.0136078,-0.0396744,-0.0388976
1131,132.762,-0.0136078,-0.0396744,-0.0388976
1132,133.801,-0.0136078,-0.0396744,-0.0388976
1133,133.024,-0.0136078,-0.0396744,-0.0388976
1134,132.564,-0.0136078,-0.0396744,-0.0388976
1135,133.474,-0.0136078,-0.0396744,-0.0388976
1136,133.584,-0.0136078,-0.0396744,-0.0388976
1137,132.939,-0.0136078,-0.0396744,-0.0388976
1138,133.968,-0.0136078,-0.0396744,-0.0388976
1139,132.591,-0.0136078,-0.0396744,-0.0388976
1140,134.155,-0.0136078,-0.0396744,-0.0388976
1141,133.567,-0.0136078,-0.0396744,-0.0388976
1142,133.187,-0.0136078,-0.0396744,-0.0388976
1143,134.126,-0.0136078,-0.0396744,-0.0388976
1144,132.671,-0.0136078,-0.0396744,-0.0388976
1145,132.686,-0.0136078,-0.0396744,-0.0388976
1146,132.962,-0.0136078,-0.0396744,-0.0388976
1147,133.612,-0.0136078,-0.0396744,-0.0388976
1148,132.249,-0.0136078,-0.0396744,-0.0388976
1149,132.442,-0.0136078,-0.0396744,-0.0388976
1150,133.794,-0.0136078,-0.0396744,-0.0388976
1151,132.22,-0.0136078,-0.0396744,-0.0388976
1152,132.942,-0.0136078,-0.0396744,-0.0388976
1153,132.5,-0.0136078,-0.0396744,-0.0388976
1154,134.214,-0.0136078,-0.0396744,-0.0388976
1155,132.802,-0.0136078,-0.0396744,-0.0388976
1156,132.57,-0.0136078,-0.0396744,-0.0388976
1157,132.595,-0.0136078,-0.0396744,-0.0388976
1158,132.613,-0.0136078,-0.0396744,-0.0388976
1159,132.865,-0.0136078,-0.0396744,-0.0388976
1160,133.275,-0.0136078,-0.0396744,-0.0388976
1161,133.317,-0.0136078,-0.0396744,-0.0388976
1162,133.537,-0.0136078,-0.0396744,-0.0388976
1163,132.845,-0.0136078,-0.0396744,-0.0388976
1164,132.115,-0.0136078,-0.0396744,-0.0388976
1165,134.014,-0.0136078,-0.0396744,-0.0388976
1166,132.094,-0.0136078,-0.0396744,-0.0388976
1167,133.606,-0.0136078,-0.0396744,-0.0388976
1168,132.721,-0.0136078,-0.0396744,-0.0388976
1169,133.969,-0.0136078,-0.0396744,-0.0388976
1170,134.11,-0.0136078,-0.0396744,-0.0388976
1171,132.643,-0.0136078,-0.0396744,-0.0388976
1172,133.303,-0.0136078,-0.0396744,-0.0388976
1173,133.063,-0.0136078,-0.0396744,-0.0388976
1174,132.537,-0.0136078,-0.0396744,-0.0388976
1175,133.886,-0.0136078,-0.0396744,-0.0388976
1176,133.661,-0.0136078,-0.0396744,-0.0388976
1177,133.409,-0.0136078,-0.0396744,-0.0388976
1178,133.266,-0.0136078,-0.0396744,-0.0388976
1179,133.819,-0.0136078,-0.0396744,-0.0388976
1180,133.762,-0.0136078,-0.0396744,-0.0388976
1181,132.829,-0.0136078,-0.0396744,-0.0388976
1182,133.949,-0.0136078,-0.0396744,-0.0388976
1183,132.475,-0.0136078,-0.0396744,-0.0388976
1184,133.239,-0.0136078,-0.0396744,-0.0388976
1185,133.928,-0.0136078,-0.0396744,-0.0388976
1186,133.185,-0.0136078,-0.0396744,-0.0388976
1187,133.72,-0.0136078,-0.0396744,-0.0388976
1188,132.293,-0.0136078,-0.0396744,-0.0388976
1189,133.71,-0.0136078,-0.0396744,-0.0388976
1190,132.356,-0.0136078,-0.0396744,-0.0388976
1191,133.477,-0.0136078,-0.0396744,-0.0388976
1192,132.796,-0.0136078,-0.0396744,-0.0388976
1193,133.803,-0.0136078,-0.0396744,-0.0388976
1194,132.096,-0.0136078,-0.0396744,-0.0388976
1195,132.818,-0.0136078,-0.0396744,-0.0388976
1196,133.584,-0.0136078,-0.0396744,-0.0388976
1197,132.097,-0.0136078,-0.0396744,-0.0388976
1198,132.197,-0.0136078,-0.0396744,-0.0388976
1199,134.22,-0.0136078,-0.0396744,-0.0388976
1200,133.973,-0.0136078,-0.0396744,-0.0388976
1201,134.215,-0.0136078,-0.0396744,-0.0388976
1202,132.629,-0.0136078,-0.0396744,-0.0388976
1203,133.044,-0.0136078,-0.0396744,-0.0388976
1204,133.045,-0.0136078,-0.0396744,-0.0388976
1205,133.075,-0.0136078,-0.0396744,-0.0388976
1206,132.699,-0.0136078,-0.0396744,-0.0388976
1207,132.477,-0.0136078,-0.0396744,-0.0388976
1208,132.257,-0.0136078,-0.0396744,-0.0388976
1209,133.878,-0.0136078,-0.0396744,-0.0388976
1210,134.209,-0.0136078,-0.0396744,-0.0388976
1211,133.928,-0.0136078,-0.0396744,-0.0388976
1212,132.477,-0.0136078,-0.0396744,-0.0388976
1213,133.923,-0.0136078,-0.0396744,-0.0388976
1214,132.173,-0.0136078,-0.0396744,-0.0388976
1215,133.626,-0.0136078,-0.0396744,-0.0388976
1216,133.618,-0.0136078,-0.0396744,-0.0388976
1217,133.266,-0.0136078,-0.0396744,-0.0388976
1218,133.115,-0.0136078,-0.0396744,-0.0388976
1219,133.82,-0.0136078,-0.0396744,-0.0388976
1220,132.745,-0.0136078,-0.0396744,-0.0388976
1221,133.38,-0.0136078,-0.0396744,-0.0388976
1222,133.066,-0.0136078,-0.0396744,-0.0388976
1223,133.452,-0.0136078,-0.0396744,-0.0388976
1224,132.952,-0.0136078,-0.0396744,-0.0388976
1225,133.069,-0.0136078,-0.0396744,-0.0388976
1226,134.185,-0.0136078,-0.0396744,-0.0388976
1227,132.309,-0.0136078,-0.0396744,-0.0388976
1228,133.073,-0.0136078,-0.0396744,-0.0388976
1229,132.148,-0.0136078,-0.0396744,-0.0388976
1230,132.294,-0.0136078,-0.0396744,-0.0388976
1231,132.814,-0.0136078,-0.0396744,-0.0388976
1232,132.13,-0.0136078,-0.0396744,-0.0388976
1233,132.832,-0.0136078,-0.0396744,-0.0388976
1234,133.77,-0.0136078,-0.0396744,-0.0388976
1235,133.082,-0.0136078,-0.0396744,-0.0388976
1236,133.819,-0.0136078,-0.0396744,-0.0388976
1237,132.241,-0.0136078,-0.0396744,-0.0388976
1238,133.469,-0.0136078,-0.0396744,-0.0388976
1239,133.986,-0.0136078,-0.0396744,-0.0388976
1240,134.028,-0.0136078,-0.0396744,-0.0388976
1241,133.444,-0.0136078,-0.0396744,-0.0388976
1242,133.68,-0.0136078,-0.0396744,-0.0388976
1243,132.274,-0.0136078,-0.0396744,-0.0388976
1244,133.135,-0.0136078,-0.0396744,-0.0388976
1245,133.761,-0.0136078,-0.0396744,-0.0388976
1246,133.809,-0.0136078,-0.0396744,-0.0388976
1247,132.524,-0.0136078,-0.0396744,-0.0388976
1248,132.796,-0.0136078,-0.0396744,-0.0388976
1249,132.693,-0.0136078,-0.0396744,-0.0388976
1250,132.116,-0.0136078,-0.0396744,-0.0388976
1251,133.452,-0.0136078,-0.0396744,-0.0388976
1252,133.986,-0.0136078,-0.0396744,-0.0388976
1253,133.089,-0.0136078,-0.0396744,-0.0388976
1254,132.675,-0.0136078,-0.0396744,-0.0388976
1255,132.706,-0.0136078,-0.0396744,-0.0388976
1256,134.072,-0.0136078,-0.0396744,-0.0388976
1257,132.626,-0.0136078,-0.0396744,-0.0388976
1258,132.923,-0.0136078,-0.0396744,-0.0388976
1259,132.912,-0.0136078,-0.0396744,-0.0388976
1260,132.682,-0.0136078,-0.0396744,-0.0388976
1261,133.125,-0.0136078,-0.0396744,-0.0388976
1262,133.638,-0.0136078,-0.0396744,-0.0388976
1263,132.719,-0.0136078,-0.0396744,-0.0388976
1264,133.87,-0.0136078,-0.0396744,-0.0388976
1265,133.177,-0.0136078,-0.0396744,-0.0388976
1266,133.713,-0.0136078,-0.0396744,-0.0388976
1267,133.456,-0.0136078,-0.0396744,-0.0388976
1268,133.326,-0.0136078,-0.0396744,-0.0388976
1269,132.952,-0.0136078,-0.0396744,-0.0388976
1270,133.209,-0.0136078,-0.0396744,-0.0388976
1271,133.122,-0.0136078,-0.0396744,-0.0388976
1272,132.169,-0.0136078,-0.0396744,-0.0388976
1273,132.66,-0.0136078,-0.0396744,-0.0388976
1274,133.304,-0.0136078,-0.0396744,-0.0388976
1275,133.212,-0.0136078,-0.0396744,-0.0388976
1276,132.192,-0.0136078,-0.0396744,-0.0388976
1277,132.881,-0.0136078,-0.0396744,-0.0388976
1278,133.647,-0.0136078,-0.0396744,-0.0388976
1279,132.896,-0.0136078,-0.0396744,-0.0388976
1280,133.485,-0.0136078,-0.0396744,-0.0388976
1281,133.67,-0.0136078,-0.0396744,-0.0388976
1282,132.122,-0.0136078,-0.0396744,-0.0388976
1283,133.238,-0.0136078,-0.0396744,-0.0388976
1284,132.53,-0.0136078,-0.0396744,-0.0388976
1285,132.704,-0.0136078,-0.0396744,-0.0388976
1286,133.856,-0.0136078,-0.0396744,-0.0388976
1287,132.37,-0.0136078,-0.0396744,-0.0388976
1288,133.24,-0.0136078,-0.0396744,-0.0388976
1289,132.549,-0.0136078,-0.0396744,-0.0388976
1290,133.191,-0.0136078,-0.0396744,-0.0388976
1291,133.833,-0.0136078,-0.0396744,-0.0388976
1292,133.585,-0.0136078,-0.0396744,-0.0388976
1293,132.6,-0.0136078,-0.0396744,-0.0388976
1294,132.323,-0.0136078,-0.0396744,-0.0388976
1295,133.222,-0.0136078,-0.0396744,-0.0388976
1296,133.688,-0.0136078,-0.0396744,-0.0388976
1297,133.946,-0.0136078,-0.0396744,-0.0388976
1298,132.45,-0.0136078,-0.0396744,-0.0388976
1299,132.784,-0.0136078,-0.0396744,-0.0388976
1300,132.667,-0.0136078,-0.0396744,-0.0388976
1301,133.569,-0.0136078,-0.0396744,-0.0388976
1302,133.818,-0.0136078,-0.0396744,-0.0388976
1303,132.743,-0.0136078,-0.0396744,-0.0388976
1304,134.142,-0.0136078,-0.0396744,-0.0388976
1305,132.891,-0.0136078,-0.0396744,-0.0388976
1306,133.868,-0.0136078,-0.0396744,-0.0388976
1307,132.102,-0.0136078,-0.0396744,-0.0388976
1308,133.684,-0.0136078,-0.0396744,-0.0388976
1309,133.282,-0.0136078,-0.0396744,-0.0388976
1310,132.905,-0.0136078,-0.0396744,-0.0388976
1311,132.938,-0.0136078,-0.0396744,-0.0388976
1312,132.723,-0.0136078,-0.0396744,-0.0388976
1313,132.935,-0.0136078,-0.0396744,-0.0388976
1314,134.09,-0.0136078,-0.0396744,-0.0388976
1315,133.162,-0.0136078,-0.0396744,-0.0388976
1316,133.55,-0.0136078,-0.0396744,-0.0388976
1317,133.713,-0.0136078,-0.0396744,-0.0388976
1318,133.441,-0.0136078,-0.0396744,-0.0388976
1319,132.561,-0.0136078,-0.0396744,-0.0388976
1320,134.174,-0.0136078,-0.0396744,-0.0388976
1321,132.405,-0.0136078,-0.0396744,-0.0388976
1322,132.165,-0.0136078,-0.0396744,-0.0388976
1323,133.525,-0.0136078,-0.0396744,-0.0388976
1324,132.913,-0.0136078,-0.0396744,-0.0388976
1325,132.396,-0.0136078,-0.0396744,-0.0388976
1326,132.519,-0.0136078,-0.0396744,-0.0388976
1327,132.373,-0.0136078,-0.0396744,-0.0388976
1328,132.112,-0.0136078,-0.0396744,-0.0388976
1329,132.877,-0.0136078,-0.0396744,-0.0388976
1330,133.065,-0.0136078,-0.0396744,-0.0388976
1331,132.686,-0.0136078,-0.0396744,-0.0388976
1332,132.219,-0.0136078,-0.0396744,-0.0388976
1333,132.653,-0.0136078,-0.0396744,-0.0388976
1334,133.339,-0.0136078,-0.0396744,-0.0388976
1335,132.129,-0.0136078,-0.0396744,-0.0388976
1336,133.454,-0.0136078,-0.0396744,-0.0388976
1337,132.975,-0.0136078,-0.0396744,-0.0388976
1338,132.138,-0.0136078,-0.0396744,-0.0388976
1339,132.907,-0.0136078,-0.0396744,-0.0388976
1340,134.172,-0.0136078,-0.0396744,-0.0388976
1341,132.951,-0.0136078,-0.0396744,-0.0388976
1342,133.757,-0.0136078,-0.0396744,-0.0388976
1343,132.662,-0.0136078,-0.0396744,-0.0388976
1344,133.799,-0.0136078,-0.0396744,-0.0388976
1345,133.614,-0.0136078,-0.0396744,-0.0388976
1346,133.735,-0.0136078,-0.0396744,-0.0388976
1347,133.117,-0.0136078,-0.0396744,-0.0388976
1348,133.095,-0.0136078,-0.0396744,-0.0388976
1349,132.946,-0.0136078,-0.0396744,-0.0388976
1350,133.589,-0.0136078,-0.0396744,-0.0388976
1351,133.036,-0.0136078,-0.0396744,-0.0388976
1352,133.26,-0.0136078,-0.0396744,-0.0388976
1353,133.662,-0.0136078,-0.0396744,-0.0388976
1354,132.334,-0.0136078,-0.0396744,-0.0388976
1355,134.087,-0.0136078,-0.0396744,-0.0388976
1356,133.969,-0.0136078,-0.0396744,-0.0388976
1357,132.76,-0.0136078,-0.0396744,-0.0388976
1358,132.228,-0.0136078,-0.0396744,-0.0388976
1359,133.988,-0.0136078,-0.0396744,-0.0388976
1360,133.549,-0.0136078,-0.0396744,-0.0388976
1361,133.201,-0.0136078,-0.0396744,-0.0388976
1362,132.442,-0.0136078,-0.0396744,-0.0388976
1363,133.676,-0.0136078,-0.0396744,-0.0388976
1364,133.766,-0.0136078,-0.0396744,-0.0388976
1365,133.691,-0.0136078,-0.0396744,-0.0388976
1366,133.713,-0.0136078,-0.0396744,-0.0388976
1367,132.989,-0.0136078,-0.0396744,-0.0388976
1368,132.437,-0.0136078,-0.0396744,-0.0388976
1369,133.759,-0.0136078,-0.0396744,-0.0388976
1370,133.809,-0.0136078,-0.0396744,-0.0388976
1371,132.376,-0.0136078,-0.0396744,-0.0388976
1372,132.48,-0.0136078,-0.0396744,-0.0388976
1373,133.334,-0.0136078,-0.0396744,-0.0388976
1374,132.946,-0.0136078,-0.0396744,-0.0388976
1375,134.191,-0.0136078,-0.0396744,-0.0388976
1376,132.718,-0.0136078,-0.0396744,-0.0388976
1377,132.453,-0.0136078,-0.0396744,-0.0388976
1378,133.075,-0.0136078,-0.0396744,-0.0388976
1379,133.725,-0.0136078,-0.0396744,-0.0388976
1380,133.308,-0.0136078,-0.0396744,-0.0388976
1381,132.435,-0.0136078,-0.0396744,-0.0388976
1382,132.532,-0.0136078,-0.0396744,-0.0388976
1383,132.34,-0.0136078,-0.0396744,-0.0388976
1384,134.008,-0.0136078,-0.0396744,-0.0388976
1385,132.774,-0.0136078,-0.0396744,-0.0388976
1386,132.195,-0.0136078,-0.0396744,-0.0388976
1387,133.743,-0.0136078,-0.0396744,-0.0388976
1388,133.444,-0.0136078,-0.0396744,-0.0388976
1389,132.33,-0.0136078,-0.0396744,-0.0388976
1390,133.498,-0.0136078,-0.0396744,-0.0388976
1391,132.763,-0.0136078,-0.0396744,-0.0388976
1392,133.441,-0.0136078,-0.0396744,-0.0388976
1393,133.851,-0.0136078,-0.0396744,-0.0388976
1394,132.212,-0.0136078,-0.0396744,-0.0388976
1395,132.975,-0.0136078,-0.0396744,-0.0388976
1396,133.31,-0.0136078,-0.0396744,-0.0388976
1397,133.833,-0.0136078,-0.0396744,-0.0388976
1398,133.877,-0.0136078,-0.0396744,-0.0388976
1399,133.657,-0.0136078,-0.0396744,-0.0388976
1400,133.36,-0.0136078,-0.0396744,-0.0388976
1401,133.453,-0.0136078,-0.0396744,-0.0388976
1402,133.944,-0.0136078,-0.0396744,-0.0388976
1403,133.751,-0.0136078,-0.0396744,-0.0388976
1404,132.558,-0.0136078,-0.0396744,-0.0388976
1405,132.659,-0.0136078,-0.0396744,-0.0388976
1406,133.708,-0.0136078,-0.0396744,-0.0388976
1407,133.185,-0.0136078,-0.0396744,-0.0388976
1408,133.02,-0.0136078,-0.0396744,-0.0388976
1409,132.553,-0.0136078,-0.0396744,-0.0388976
1410,132.68,-0.0136078,-0.0396744,-0.0388976
1411,132.102,-0.0136078,-0.0396744,-0.0388976
1412,132.897,-0.0136078,-0.0396744,-0.0388976
1413,133.121,-0.0136078,-0.0396744,-0.0388976
1414,132.35,-0.0136078,-0.0396744,-0.0388976
1415,132.673,-0.0136078,-0.0396744,-0.0388976
1416,133.807,-0.0136078,-0.0396744,-0.0388976
1417,132.452,-0.0136078,-0.0396744,-0.0388976
1418,132.189,-0.0136078,-0.0396744,-0.0388976
1419,133.02,-0.0136078,-0.0396744,-0.0388976
1420,132.69,-0.0136078,-0.0396744,-0.0388976
1421,133.595,-0.0136078,-0.0396744,-0.0388976
1422,133.695,-0.0136078,-0.0396744,-0.0388976
1423,134.044,-0.0136078,-0.0396744,-0.0388976
1424,133.213,-0.0136078,-0.0396744,-0.0388976
1425,133.815,-0.0136078,-0.0396744,-0.0388976
1426,132.787,-0.0136078,-0.0396744,-0.0388976
1427,132.296,-0.0136078,-0.0396744,-0.0388976
1428,133.416,-0.0136078,-0.0396744,-0.0388976
1429,132.434,-0.0136078,-0.0396744,-0.0388976
1430,133.863,-0.0136078,-0.0396744,-0.0388976
1431,132.547,-0.0136078,-0.0396744,-0.0388976
1432,133.798,-0.0136078,-0.0396744,-0.0388976
1433,133.574,-0.0136078,-0.0396744,-0.0388976
1434,134.211,-0.0136078,-0.0396744,-0.0388976
1435,132.127,-0.0136078,-0.0396744,-0.0388976
1436,134.146,-0.0136078,-0.0396744,-0.0388976
1437,133.685,-0.0136078,-0.0396744,-0.0388976
1438,133.22,-0.0136078,-0.0396744,-0.0388976
1439,132.933,-0.0136078,-0.0396744,-0.0388976
1440,134.151,-0.0136078,-0.0396744,-0.0388976
1441,133.812,-0.0136078,-0.0396744,-0.0388976
1442,132.943,-0.0136078,-0.0396744,-0.0388976
1443,132.815,-0.0136078,-0.0396744,-0.0388976
1444,132.703,-0.0136078,-0.0396744,-0.0388976
1445,133.201,-0.0136078,-0.0396744,-0.0388976
1446,133.398,-0.0136078,-0.0396744,-0.0388976
1447,132.281,-0.0136078,-0.0396744,-0.0388976
1448,133.564,-0.0136078,-0.0396744,-0.0388976
1449,133.495,-0.0136078,-0.0396744,-0.0388976
1450,133.21,-0.0136078,-0.0396744,-0.0388976
1451,134.168,-0.0136078,-0.0396744,-0.0388976
1452,132.859,-0.0136078,-0.0396744,-0.0388976
1453,132.675,-0.0136078,-0.0396744,-0.0388976
1454,133.978,-0.0136078,-0.0396744,-0.0388976
1455,133.986,-0.0136078,-0.0396744,-0.0388976
1456,132.262,-0.0136078,-0.0396744,-0.0388976
1457,132.534,-0.0136078,-0.0396744,-0.0388976
1458,134.193,-0.0136078,-0.0396744,-0.0388976
1459,133.587,-0.0136078,-0.0396744,-0.0388976
1460,132.876,-0.0136078,-0.0396744,-0.0388976
1461,133.822,-0.0136078,-0.0396744,-0.0388976
1462,134.046,-0.0136078,-0.0396744,-0.0388976
1463,132.445,-0.0136078,-0.0396744,-0.0388976
1464,133.164,-0.0136078,-0.0396744,-0.0388976
1465,134.023,-0.0136078,-0.0396744,-0.0388976
1466,132.48,-0.0136078,-0.0396744,-0.0388976
1467,133.076,-0.0136078,-0.0396744,-0.0388976
1468,133.474,-0.0136078,-0.0396744,-0.0388976
1469,133.61,-0.0136078,-0.0396744,-0.0388976
1470,133.923,-0.0136078,-0.0396744,-0.0388976
1471,133.392,-0.0136078,-0.0396744,-0.0388976
1472,133.19,-0.0136078,-0.0396744,-0.0388976
1473,132.635,-0.0136078,-0.0396744,-0.0388976
1474,134.121,-0.0136078,-0.0396744,-0.0388976
1475,133.806,-0.0136078,-0.0396744,-0.0388976
1476,133.748,-0.0136078,-0.0396744,-0.0388976
1477,133.286,-0.0136078,-0.0396744,-0.0388976
1478,133.997,-0.0136078,-0.0396744,-0.0388976
1479,133.08,-0.0136078,-0.0396744,-0.0388976
1480,132.552,-0.0136078,-0.0396744,-0.0388976
1481,132.975,-0.0136078,-0.0396744,-0.0388976
1482,133.014,-0.0136078,-0.0396744,-0.0388976
1483,133.322,-0.0136078,-0.0396744,-0.0388976
1484,133.561,-0.0136078,-0.0396744,-0.0388976
1485,132.76,-0.0136078,-0.0396744,-0.0388976
1486,133.076,-0.0136078,-0.0396744,-0.0388976
1487,133.732,-0.0136078,-0.0396744,-0.0388976
1488,133.204,-0.0136078,-0.0396744,-0.0388976
1489,133.035,-0.0136078,-0.0396744,-0.0388976
1490,133.087,-0.0136078,-0.0396744,-0.0388976
1491,133.994,-0.0136078,-0.0396744,-0.0388976
1492,132.626,-0.0136078,-0.0396744,-0.0388976
1493,132.9,-0.0136078,-0.0396744,-0.0388976
1494,132.208,-0.0136078,-0.0396744,-0.0388976
1495,133.701,-0.0136078,-0.0396744,-0.0388976
1496,132.691,-0.0136078,-0.0396744,-0.0388976
1497,132.595,-0.0136078,-0.0396744,-0.0388976
1498,132.548,-0.0136078,-0.0396744,-0.0388976
1499,134.079,-0.0136078,-0.0396744,-0.0388976
1500,134.118,-0.0136078,-0.0396744,-0.0388976
1501,132.241,-0.0136078,-0.0396744,-0.0388976
1502,133.237,-0.0136078,-0.0396744,-0.0388976
1503,133.075,-0.0136078,-0.0396744,-0.0388976
1504,132.784,-0.0136078,-0.0396744,-0.0388976
1505,133.125,-0.0136078,-0.0396744,-0.0388976
1506,132.65,-0.0136078,-0.0396744,-0.0388976
1507,132.304,-0.0136078,-0.0396744,-0.0388976
1508,132.185,-0.0136078,-0.0396744,-0.0388976
1509,132.416,-0.0136078,-0.0396744,-0.0388976
1510,133.292,-0.0136078,-0.0396744,-0.0388976
1511,132.645,-0.0136078,-0.0396744,-0.0388976
1512,133.3,-0.0136078,-0.0396744,-0.0388976
1513,134.222,-0.0136078,-0.0396744,-0.0388976
1514,133.879,-0.0136078,-0.0396744,-0.0388976
1515,132.632,-0.0136078,-0.0396744,-0.0388976
1516,132.749,-0.0136078,-0.0396744,-0.0388976
1517,132.723,-0.0136078,-0.0396744,-0.0388976
1518,132.135,-0.0136078,-0.0396744,-0.0388976
1519,133.865,-0.0136078,-0.0396744,-0.0388976
1520,133.67,-0.0136078,-0.0396744,-0.0388976
1521,133.13,-0.0136078,-0.0396744,-0.0388976
1522,133.625,-0.0136078,-0.0396744,-0.0388976
1523,134.21,-0.0136078,-0.0396744,-0.0388976
1524,133.943,-0.0136078,-0.0396744,-0.0388976
1525,133.742,-0.0136078,-0.0396744,-0.0388976
1526,133.677,-0.0136078,-0.0396744,-0.0388976
1527,132.403,-0.0136078,-0.0396744,-0.0388976
1528,132.108,-0.0136078,-0.0396744,-0.0388976
1529,134.138,-0.0136078,-0.0396744,-0.0388976
1530,132.25,-0.0136078,-0.0396744,-0.0388976
1531,134.133,-0.0136078,-0.0396744,-0.0388976
1532,132.147,-0.0136078,-0.0396744,-0.0388976
1533,133.396,-0.0136078,-0.0396744,-0.0388976
1534,132.975,-0.0136078,-0.0396744,-0.0388976
1535,132.838,-0.0136078,-0.0396744,-0.0388976
1536,132.294,-0.0136078,-0.0396744,-0.0388976
1537,133.536,-0.0136078,-0.0396744,-0.0388976
1538,133.05,-0.0136078,-0.0396744,-0.0388976
1539,132.386,-0.0136078,-0.0396744,-0.0388976
1540,133.863,-0.0136078,-0.0396744,-0.0388976
1541,132.117,-0.0136078,-0.0396744,-0.0388976
1542,132.939,-0.0136078,-0.0396744,-0.0388976
1543,132.931,-0.0136078,-0.0396744,-0.0388976
1544,132.106,-0.0136078,-0.0396744,-0.0388976
1545,132.587,-0.0136078,-0.0396744,-0.0388976
1546,133.474,-0.0136078,-0.0396744,-0.0388976
1547,132.762,-0.0136078,-0.0396744,-0.0388976
1548,133.22,-0.0136078,-0.0396744,-0.0388976
1549,133.516,-0.0136078,-0.0396744,-0.0388976
1550,132.397,-0.0136078,-0.0396744,-0.0388976
1551,132.66,-0.0136078,-0.0396744,-0.0388976
1552,132.418,-0.0136078,-0.0396744,-0.0388976
1553,133.933,-0.0136078,-0.0396744,-0.0388976
1554,132.636,-0.0136078,-0.0396744,-0.0388976
1555,132.131,-0.0136078,-0.0396744,-0.0388976
1556,133.442,-0.0136078,-0.0396744,-0.0388976
1557,134.227,-0.0136078,-0.0396744,-0.0388976
1558,132.442,-0.0136078,-0.0396744,-0.0388976
1559,133.457,-0.0136078,-0.0396744,-0.0388976
1560,134.131,-0.0136078,-0.0396744,-0.0388976
1561,132.599,-0.0136078,-0.0396744,-0.0388976
1562,133.357,-0.0136078,-0.0396744,-0.0388976
1563,134.185,-0.0136078,-0.0396744,-0.0388976
1564,133.907,-0.0136078,-0.0396744,-0.0388976
1565,132.106,-0.0136078,-0.0396744,-0.0388976
1566,132.79,-0.0136078,-0.0396744,-0.0388976
1567,134.111,-0.0136078,-0.0396744,-0.0388976
1568,133.55,-0.0136078,-0.0396744,-0.0388976
1569,133.753,-0.0136078,-0.0396744,-0.0388976
1570,132.265,-0.0136078,-0.0396744,-0.0388976
1571,133.18,-0.0136078,-0.0396744,-0.0388976
1572,133.778,-0.0136078,-0.0396744,-0.0388976
1573,133.113,-0.0136078,-0.0396744,-0.0388976
1574,134.026,-0.0136078,-0.0396744,-0.0388976
1575,133.791,-0.0136078,-0.0396744,-0.0388976
1576,133.611,-0.0136078,-0.0396744,-0.0388976
1577,133.267,-0.0136078,-0.0396744,-0.0388976
1578,132.323,-0.0136078,-0.0396744,-0.0388976
1579,132.602,-0.0136078,-0.0396744,-0.0388976
1580,132.554,-0.0136078,-0.0396744,-0.0388976
1581,132.628,-0.0136078,-0.0396744,-0.0388976
1582,133.172,-0.0136078,-0.0396744,-0.0388976
1583,132.881,-0.0136078,-0.0396744,-0.0388976
1584,132.33,-0.0136078,-0.0396744,-0.0388976
1585,133.72,-0.0136078,-0.0396744,-0.0388976
1586,132.919,-0.0136078,-0.0396744,-0.0388976
1587,133.681,-0.0136078,-0.0396744,-0.0388976
1588,133.713,-0.0136078,-0.0396744,-0.0388976
1589,133.27,-0.0136078,-0.0396744,-0.0388976
1590,132.907,-0.0136078,-0.0396744,-0.0388976
1591,133.61,-0.0136078,-0.0396744,-0.0388976
1592,133.781,-0.0136078,-0.0396744,-0.0388976
1593,134.179,-0.0136078,-0.0396744,-0.0388976
1594,133.561,-0.0136078,-0.0396744,-0.0388976
1595,133.455,-0.0136078,-0.0396744,-0.0388976
1596,134.193,-0.0136078,-0.0396744,-0.0388976
1597,132.125,-0.0136078,-0.0396744,-0.0388976
1598,133.334,-0.0136078,-0.0396744,-0.0388976
1599,133.509,-0.0136078,-0.0396744,-0.0388976
1600,133.786,-0.0136078,-0.0396744,-0.0388976
1601,133.508,-0.0136078,-0.0396744,-0.0388976
1602,132.461,-0.0136078,-0.0396744,-0.0388976
1603,133.331,-0.0136078,-0.0396744,-0.0388976
1604,132.393,-0.0136078,-0.0396744,-0.0388976
1605,132.256,-0.0136078,-0.0396744,-0.0388976
1606,132.891,-0.0136078,-0.0396744,-0.0388976
1607,133.915,-0.0136078,-0.0396744,-0.0388976
1608,133.431,-0.0136078,-0.0396744,-0.0388976
1609,133.122,-0.0136078,-0.0396744,-0.0388976
1610,132.287,-0.0136078,-0.0396744,-0.0388976
1611,133.897,-0.0136078,-0.0396744,-0.0388976
1612,133.661,-0.0136078,-0.0396744,-0.0388976
1613,133.368,-0.0136078,-0.0396744,-0.0388976
1614,132.547,-0.0136078,-0.0396744,-0.0388976
